text;question;options;ans;label;category
;"Buat 3 paragraf yang bertema "" Melestarikan Sungai Sebagai Sumber Kehidupan "" !";"A. 
  B. 
  C. 
  D.  ";A;C6;Membuat
Buat contoh iklan :  ;A)Baris          b. Pengumuman          c. Komersil (perniagaan);"A. 
  B. 
  C. 
  D.  ";A;C6;Membuat
;Contoh iklan perusahaan adalah ..;"A. PT. Sinar Dunia siap menerangi dunia dengan ilmu kecerdasan
 B. Yakult, minumam permentasi , menyehatkan pencernaan kita
 C. Tunda lapar , minum dulu ""Okkeh Jelly"" drink... sehat dan segar
 D. Jauhi Narkoba, jika usiamu ingin panjang ";A;C3;Menentukan
;Dari  soal nomor 1, judul yang tepat untuk wacana tersebut adalah ..;"A. Perjuangan warga Waborobo untuk mendapatkan air bersih
 B. Pemerintah dan PDAM di desa Waborobo
 C. Kondisi geografis desa Waborobo
 D. Warga Waborobo dan jeriken 15 liter ";A;C3;Menentukan
;Dari soal no.44 ( cerita yang kalian buat ), buatlah peta pikiran lengkapnya !;"A. 
  B. 
  C. 
  D.  ";A;C6;Membuat
Dayu Gayatri adalah siswi kelas 5 SD Kute Made. Dia adalah penari cilik Bali yang berhasil memikat pesona para wisatawan mancanegara. Ia sering berkelliling dunia untuk menghadiri undangan untuk .... tarian Bali.     ;Kata yang tepat untuk isian di atas ..;"A. Mementaskan
 B. Melestarikan
 C. Menggunakan
 D. Menyuarakan  ";A;C3;Menggunakan
Dengan berkunjung ke Posyandu setiap pekan imunisasi, tanda bukti cinta ibu pada balita anda. Ayo sehatkan buah hati kita !  ;Kalimat di atas merupakan isi dari iklan ..;"A. Layanan masyarakat
 B. Pemberitahuan
 C. Perniagaan
 D. Komersil ";A;C2;Membedakan
;Di media cetak sering ditemukan iklan yang mempromosikan pelayanan serfis barang elektronik, ada pula guru privat dan lain lain.  Jenis iklan seperti itu termasuk ke dalam iklan ..;"A. Layanan masyarakat
 B. Komersil
 C. Jasa
 D. Barang ";C;C2;Membedakan
Hampir setiap hari, Arman dan Sofi membawa jas hujan. Minggu lalu mereka sakit karena kehujanan dan beberapa hari tidak masuk sekolah. Semenjak itu mereka selalu dibawakan jas hujan oleh ibunya, agar mereka pergi dan pulang tepat waktu dan terhindar dari kehujanan.       ;Kata kunci yang tepat untuk penggalan wacana di atas adalah ..;"A. Arman dan Sofi
 B. Jas hujan
 C. Pulang sekolah
 D. Sakit ";B;C3;Menentukan
"Ibu          : "" Pertanyaan kamu sangat bagus, Edo. Bagaimana jika kita diskusikan dengan Ayah ? Sekalian kamu ambilkan teh hangat yang bisa kamu buat sendiri untuk Ayah, boleh kan ?""  Edo            : "" ......""     ";Kalimat jawaban yang sebaiknya Edo ucapkan adalah ..;"A. Ide bagus bu, baiklah !
 B. Ah, malas !
 C. Besok lagi saja , bu. Saya sudah ngantuk !
 D. Membuat teh hangat kan tugas Ibu, bukan saya !  ";A;C3;Menggunakan
;Iklan di media elektronik, seperti di televisi lebih menarik. Hal ini dipengaruhi oleh faktor ..;"A. Gambar bergerak, warna menarik dan diperankan oleh bintang iklan favorit
 B. Ada jingle lagu yang mengiringi iklan
 C. Lebih mahal
 D. Tidak ada kalimat yang menarik ";A;C2;Menjelaskan
;Iklan kolom memiliki ciri sebagai berikut ..;"A. Terdapat ilustrasi gambar yang menarik
 B. Ukurannya lebih kecil dari iklan baris
 C. Tidak terdapat kata kata yang menarik
 D. Harga penayangan iklan lebih murah  ";A;C2;Membedakan
;Iklan merupakan ..;"A.     Sebuah produk barang yang dikonsumsi

 B.     Pelayanan jasa terhadap kebutuhan masyarakat

 C.     Sebuah tehnik menjual barang dengan cara memaksa

 D.     Suatu cara yang digunakan untuk menawarkan dan menjual  barang atau jasa kepada konsumen ";D;C1;Menyebutkan
;Iklan yang hanya mengandalkan media suara ( tanpa gambar ) untuk menyapa dan menarik minat pendengar terdapat di..;"A. Televisi
 B. Radio
 C. Internet
 D. Majalah ";B;C2;Membedakan
;Iklan yang menekankan pada citra perusahaan agar perusahaan tersebut lebih dikenal masyarakat dan dapat meraih keuntungan di masa depan disebut iklan ..;"A. Komersial
 B. Perusahaan
 C. Perniagaan
 D. Layanan masyarakat ";B;C2;Membedakan
;Kata yang dianggap penting sebagai bentuk sajian informasi agar pembaca lebih memahami isi bacaan dan biasanya ditulis berulang, disebut ..;"A. Ide pokok
 B. Gagasan utama
 C. Alur cerita
 D. Kata kunci ";D;C1;Menyebutkan
;Sekumpulan kalimat yang berisi tentang inti cerita yang ditulis secara sistematis dan efektif efisien dinamakan ..;"A. Tokoh cerita
 B. Kalimat inti
 C. Kesimpulan cerita
 D. Penerbit buku  ";C;C1;Menyebutkan
;Suatu pernyataan yang muncul pada sebuah cerita yang memungkinkan pembaca memahami intisari cerita dinamakan ..;"A. Latar
 B. Pokok pikiran
 C. Kalimat utama
 D. Alur cerita
  ";B;C1;Menyebutkan
;Tujuan dari pembuatan iklan adalah ..;"A. Memperkenalkan produk barang atau jasa agar konsumen tertarik dan membelinya
 B. Agar mendapat keuntungan banyak
 C. Supaya produk yang ditawarkan dikenal dan dikagumi masyarakat
 D. Ikut meramaikan perekonomian di bidang perdagangan ";A;C2;Menjelaskan
;Ide pengembang dari paragraf kedua di atas adalah ….;"A.  sebenarnya siput memiliki kelebihan dan keistimewaan 

 B.  siput, menurut sebagian orang dianggap sebagai hewan yang lamban dan menjijikkan

 C.  bahkan karena gerakannya yang lamban, tidak jarang orang membanding-bandingkannya dengan kelinci

 D.  kelebihan dan keistimewaan siput ini merupakan karunia Tuhan yang tidak dimiliki oleh hewan-hewan lain ";D;C3;Menelaah
;Ide pokok dari paragraf kesatu di atas adalah ….;"A.  sebenarnya siput memiliki kelebihan dan keistimewaan 

 B.  siput, menurut sebagian orang dianggap sebagai hewan yang lamban dan menjijikkan

 C.  bahkan karena gerakannya yang lamban, tidak jarang orang membanding-bandingkannya dengan kelinci

 D.  kelebihan dan keistimewaan siput ini merupakan karunia Tuhan yang tidak dimiliki oleh hewan-hewan lain  ";B;C3;Menentukan
;Judul yang tepat untuk bacaan di atas adalah ….;"A.  alat gerak ikan 

 B.  gerak ikan dalam air 

 C.  bentuk tubuh ikan 

 D.  ikan bergerak dengan sirip  ";B;C3;Menentukan
;Ide pokok dari paragraph di atas adalah ….;"A.  siput merupakan hewan yang berjasa dalam penguraian serpihan daun-daunan

 B.  jika benda-benda yang besar seperti daun berubah menjadi serpisan dan diuraikan akan bermanfaat

 C.  hasil penguraian yang diawali oleh siput itu akan berfungsi menjadi pupuk alami sehingga tanahpun menjadi subur

 D.  kenapa berjasa? Karena siput memakan daun-daunan dan menjadikannya bagian-bagian kecil   ";A;C3;Menentukan
;Ide pokok dari paragraf kesatu adalah ….;"A.  Salah satu ciri dari makhluk hidup adalah bergerak  

 B.  Gerak pada manusia dan hewan menggunakan organ gerak yang tersusun dalam sistem gerak

 C.  Organ gerak pada hewan dan manusia memiliki kesamaan

 D.  Organ gerak berguna untuk berjalan, berlari, melompat, meloncat, memegang dan sebagainya   ";A;C3;Menentukan
"Perhatikan ciri-ciri makhluk hidup berikut ini !
Eukariot
Heterotrof
Pencernaan ekstraseluler
Tidak memiliki klorofil
Dinding sel tersusun atas kitin";Peranan organisme yang memiliki ciri di atas dalam ekosistem adalah.....;A. konsumen B. produsen C. dekomposer D. detritivor E. herbivor;C;C4;MENGKORELASIKAN
Perhatikan gambar di bawah ini!;Kesimpulan yang tepat untuk gamar piramida energi diatas adalah....;"A. Ketika puncak piramid dicapai, jumlah individu menurun tapi jumlah energinya meningkat
B. Ketika puncak piramid dicapai, jumlah individu meningkat, dan jumlah energi sama
C. Pada dasar piramid, jumlah individu dan jumlah energi yang terlibat adalah paling besar
D. Pada dasar piramid, jumlah individu dan jumlah energi yang terlibat adalah paling rendah
E. Pada semua tingkat, jumlah individu dan jumlah energi yang terlibat adalah sama";C;C4;MENGANALISIS
;Pencemaran lingkungan dapat ditimbulkan oleh berbagai bahan pencemar, salah satunya adalah penumpukan kotoran dari peternakan. Cara mengatasi bahan pencemar itu sehingga menjadi bermanfaat bagi manusia adalah....;"A. mengeringkan dan memadatkannya sebagai bahan bakar
B. menampung dan memprosesnya menjadi biogas
C. mengolahnya menjadi makanan ternak
D. memanfaatkannya untuk industri kertas
E. memprosesnya sebagai bahan campuran industri kayu lapis";B;C3;MENERAPKAN
Perhatikan data hasil pengukuran volume udara pernapasan di bawah ini, pada seorang wanita, usia 20 tahun, posisi duduk, tinggi badan: 150 cm, berat badan: 44 kg, suhu kamar: 25�C.;Berdasarkan data diatas udara cadangan inspirasi adalah sebanyak....;"A. 625 ml
B. 750 ml
C. 1500 ml
D. 3625  ml
E. 4625 ml";B;C2;MENGHITUNG
Pada sebuah percobaan perkecambahan, biji kacang merah ditanam dalam pot yang berbeda yaitu pot A dan B. Pot A ditanam biji kacang merah dengan pemberian air 10 ml perhari, sedangkan pot B ditanam biji kacang merah dengan pemberian air 25 ml perhari. Setelah didiamkan selama 5 hari kondisi pot A mulai tumbuh kecambah dan pot B tidak tumbuh kecambah.;Berdasarkan percobaan di atas dapat disimpulkan bahwa....;"A. pemberian air tidak mempengaruhi proses perkecambahan
B. air yang terlalu banyak tidak akan mempengaruhi proses perkecambahan
C. laju penguapan tanaman pot A lebih tinggi sehingga kecambah dapat tumbuh
D. kadar air yang terlalu banyak pada pot B membuat biji mengalami pembusukan
E. laju penguapan tanaman pot B terlalu rendah sehingga kecambah busuk";D;C4;MENYIMPULKAN
"Di bawah ini merupakan beberapa fungsi RNA:

disintesis dari pola DNA
menerjemahkan kodon mRNA
mengatur urutan asam-asam amino
hasil dari aktivitas transkripsi
membawa kode genetik ke ribosom
mengikat asam-asam amino";Fungsi dari mRNA adalah....;"A. 1, 2, dan 3
B. 1, 2, dan 4
C. 2, 3, dan 4
D. 1, 4, dan 5
E. 4, 5, dan 6";D;C2;MEMBANDINGKAN
;"Bakteri kemosintesis yang terlibat dalam persamaan reaksi
Ca(NO2)2 +  O2 ? Ca(NO3)2  adalah....";"A. Nitrosomonas
B. Nitrobacter
C. Aztobacter
D. Acetobacter
E. Nitrococcus";B;C1;MENAMAI
;Mikroorganisme yang digunakan dalam proses bioteknologi harus memiliki sifat-sifat tertentu, di antaranya....;"A. menghasilkan produk yang bersifat alergen
B. merupakan mikroba patogen yang membahayakan
C. tidak menghasilkan racun atau toksin sampingan yang berbahaya
D. memiliki produktivitas yang tinggi serta sifat yang mudah dikendalikan
E. memerlukan persyaratan nutrisi yang tidak rumit";D;C1;MENJELASKAN
Perhatikan grafik kerja enzim berikut ini!;Menurut grafik tersebut dapat disimpulkan bahwa....;"A. jenis enzim akan menentukan arah reaksi
B. enzim sangat mempengaruhi kecepatan reaksi
C. enzim akan meningkatkan jumlah energi suatu reaksi
D. kualitas substrat akan lebih baik dengan adanya enzim
E. enzim tidak menentukan arah reaksi";B;C4;MENGANALISIS
Perhatikan diagram fase-fase pembelahan sel secara mitosis berikut ini!;Urutan fase-fase yang benar dalam proses pembelahan mitosis adalah....;"A. 5 � 1 � 4 � 2 � 3
B. 4 � 5 � 1 � 2 � 3
C. 3 � 4 � 2 � 5 � 1
D. 2 � 3 � 5 � 5 � 4
E. 1 � 2 � 3 � 4 � 5";A;C1;MENYEBUTKAN
Pada usia 5 hari, berat buah semangka adalah 5 kg. Pada usia 10 hari, berat semangka menjadi 15 kg. Namun pada usia 15 hari, berat semangka tetap 15 kg.;Penafsiran dari data perkembangan tersebut adalah�;"A. pada usia 15 hari tercapai berat tertinggi
B. setelah usia 5 hari, berat buah terus bertambah dengan rata- rata pertambahan 2 kg/hari
C. semakin bertambah usia, berat buah semakin bertambah pula
D. energi dapat tertimbun dalam bentuk jaringan tubuh
E. semakin bertambah berat buah, semakin bertambah pula usianya";B;C4;MENGANALISIS
Perhatikan gambar di bawah ini!;Fungsi dari bagian X pada gambar telinga tersebut adalah....;"A. meneruskan getaran ke jendela oval
B. berperan sebagai reseptor suara
C. meneruskan getaran ke osikula
D. berperan sebagai reseptor gravitasi
E. menjaga keseimbangan udara";B;C1;MENYEBUTKAN
Perhatikan gambar nefron di bawah ini!;Hubungan yang tepat antara bagian yang ditunjuk oleh nomor 1, proses yang terjadi, dan hasilnya adalah�;"a. tubulus kontortus proksimal - filtrasi - urin sekunder
b. glomerulus - filtrasi - urin primer
c. tubulus kontortus distal - augmentasi - urin sesungguhnya
d. tubulus koletivus - augmentasi - urin sesungguhnya
e. lengkung henle - reabsorpsi - urin sekunder";C;C1;MENYEBUTKAN
Niko mengalami batuk yang berkepanjangan dan menyebabkan batuk berdarah. Setelah dirontgen, terdapat bintik-bintik pada alveolusnya yang disebabkan oleh bakteri. ;Diagnosis dokter Niko menderita penyakit�;"A. asfiksi
B. TBC
C. asidosis
D. sinusitis
E. emfisema";B;C5;MEMUTUSKAN
Penerapan bioteknologi bagi kehidupan manusia umumnya bermanfaat dalam meningkatkan kesejahteraan masyarakat.;Tetapi dampak negatif yang mungkin timbul adalah hilangnya plasma nutfah yang akan menyebabkan....;"A. punahnya organisme langka
B. keanekaragaman hayati menurun
C. berkurangnya daya dukung lingkungan
D. hilangnya daya dukung lingkungan
E. biaya rehabilitasi hutan meningkat";B;C3;MENERAPKAN
Hasil percobaan enzim katalase menggunakan potongan hati dan H2O2 adalah sebagai berikut:;Data di atas menunjukkan bahwa yang memengaruhi kinerja enzim antara lain adalah....;"A. suhu dan pH
B. banyaknya gelembung
C. potongan hati
D. macam substrat
E. jumlah H2O2";A;C4;MENGANALISIS
;Disilangkan tanaman mangga buah bulat manis (BBMM) dengan buah lonjong manis (bbMm) hasil dari persilangan tersebut  adalah....;"A. 100 % bulat manis
B. 75 % bulat manis : 25 % lonjong manis
C. 50 % bulat manis : 50 % lonjong manis
D. 50 % bulat manis : 50 % lonjong pahit
E. 100 % lonjong manis";A;C3;MENGKALKULASI
;Berikut ini merupakan kelainan pada manusia yang terpaut autosom adalah....;"A. hemofilia
B. buta warna
C. anodontia
D. albino
D. hypertrichosis";D;C1;MENYEBUTKAN
;Salah satu dampak negatif bioteknologi yaitu terganggunya keanekaragaman hayati yang ditunjukkan dengan....;"A. menurunnya kualitas kesuburan tanah
B. banyak mikroogranisme tanah yang mengalami mutasi
C. kecenderungan penggunaan bibit unggul menyingkirkan varietas lokal yang kurang unggul
D. limbah yang berasal dari proses bioteknologi akan mencemari lingkungan
E. polusi gen akan memicu tumbuhnya tanaman liar yang dapat mengganggu keseimbangan lingkungan";C;C2;MENJELASKAN
Perhatikan peta silsislah hemofili berikut ini!;Dari data silsilah di atas dapat diketahui bahwa....;"A. ibu carier
B. ayah carier
C. ibu homozigot resesif
D. ibu homozigot dominan
E. ayah homozigot dominan";A;C4;MENYIMPULKAN
;Tokoh yang melihat gabus dari sebuah tanaman di bawah mikroskop dan sebuah ruangan kecil yang mirip dengan cellula adalah ....;"A. Antonie Van Leeuwenhoek
B. Robert Hooke
C. Schwann dan Schleiden
D. Rudolph Virchow
E. Charles Darwin";B;C2;
Rogu melakukan perjalanan ke desa Y. Saat di desa Y ia menemukan tumbuhan beringin. ;Jenis akar yang dimiliki oleh tumbuhan beringin adalah ....;"A. akar epifit
B. akar tunjang
C. akar gantung
D. akar nafas
E. akar banir";C;C2;
;Sendi antara tulang tengkorak merupakan contoh sendi ....;"A. gerak
B. diartrosis
C. amfiartrosis
D. sinartrosis
E. kaku";D;C1;
Perhatikan gambar di bawah ini! ;Fungsi bagian yang ditunjukkan oleh nomor 5 dan 6 secara berurutan adalah ....;"A. menyimpan cadangan makanan dan respirasi seluler untuk menghasilkan ATP
B. respirasi seluler untuk menghasilkan ATP dan tempat akumulasi limbah sisa metabolisme sel
C. cadangan makanan dan tempat akumulasi limbah sisa metabolisme sel
D. berperan dalam fotosintesis dan pembelahan sel
E. cadangan makanan dan mengatur seluruh kegiatan sel ";B;C2;
;Meristem yang berperan dalam pertumbuhan sekunder dan pembentukan periderm adalah�.;"meristem apikal
meristem interkalar
meristem sekunder 
meristem aksilar
meristem lateral";E;C2;
Perhatikan isi tabel di bawah ini! ;Berdasarkan isi tabel di atas, perbedaan yang tepat antara serat elastin, serat retikuler, dan serat kolagen adalah ....;"bentuk dan letaknya
sifat dan bentuk 
protein penyusun dan sifat
letaknya dan protein penyusun
sifat dan letaknya ";B;C2;
;Proses penggumpalan darah (aglutinasi) akan terjadi pada kasus ....;"golongan darah B ditransfusikan ke golongan darah B
golongan darah O ditransfusikan ke golongan darah O
golongan darah AB ditransfusikan ke golongan darah AB
golongan darah A ditransfusikan ke golongan darah B
golongan darah A ditransfusikan ke golongan darah A";D;C1;
Rogu menemukan suatu tumbuhan di lingkungan yang kering. Ternyata tumbuhan tersebut adalah tumbuhan kaktus. Tumbuhan kaktus memiliki stomata yang dapat membuka pada siang hari. Sedangkan pada malam hari, stomata tersebut dapat menutup. ;Kesimpulan yang tepat berdasarkan informasi di atas adalah ....;"membukanya stomata pada siang hari bertujuan untuk mencegah terjadinya respirasi
membukanya stomata pada siang hari bertujuan untuk meminimalisir laju transpirasi
menutupnya stomata pada malam hari bertujuan untuk mempercepat laju transpirasi
membukanya stomata pada malam hari bertujuan untuk meminimalisir laju transpirasi
menutupnya stomata pada malam hari bertujuan untuk meminimalisir laju transpirasi";E;C4;
;Jenis otot yang berfungsi menggerakkan rangka di dalam tubuh adalah ....;"otot trisep
otot jantung
otot polos
otot lurik
otot involunter";D;C1;
Dua orang laki-laki mengalami kecelakaan di jalan raya. Hal tersebut menyebabkan dua orang laki-laki tersebut kekurangan darah yang cukup banyak. Sehingga dua orang laki-laki membutuhkan pendonor yang dapat mentransfusikan darah. Dua orang laki-laki, masing-masing mempunyai golongan darah A dan B. ;Jika terdapat seorang pendonor yang bergolongan darah O, dan dapat mentransfusikan darahnya ke dua orang laki-laki yang mengalami kecelakaan tersebut. Maka, pernyataan yang benar sesuai dengan informasi di atas adalah ....;"golongan darah A dan B dapat menerima darah dari golongan darah O karena tidak mempunyai aglutinin ? dan ?
golongan darah A dan B dapat menerima darah dari golongan darah O karena mempunyai satu aglutinogen yaitu B
golongan darah O dapat ditransfusikan ke golongan darah A dan B karena tidak mempunyai aglutinin
golongan darah A dapat ditransfusikan ke golongan darah B karena tidak mempunyai aglutinogen
golongan darah O dapat ditransfusikan ke golongan darah A dan B karena tidak mempunyai aglutinogen";E;C4;
;Berikut ini merupakan basa nitrogen yang tidak dimiliki oleh DNA adalah ....;"guanin
sitosin
timin
adenin 
urasil ";E;C1;
;Proses terbentuknya buah diawali dengan ....;"pembentukan daging buah
pematangan fungsi organ 
pembentukan kulit buah
penyerbukan 
partenokaropi";D;C1;
;Pemanjangan ruas-ruas batang tumbuhan golongan rumput-rumputan disebabkan oleh ....;"meristem interkalar
meristem apikal 
kambium vaskuler
kambium gabus 
meristem lateral";A;C2;
Rogu menemukan sebuah jaringan yang memiliki ciri tersusun oleh sel dan cairan, memiliki kemampuan untuk menembus dinding pembuluh darah menuju jaringan, dan berfungsi untuk mengangkut hormon.; Jaringan yang memiliki ciri tersebut tergolong ke dalam ....;"jaringan ikat longgar 
jaringan penyokong
jaringan saraf
jaringan ikat
jaringan otot";D;C4;
